host08,5.0,0.3468
host02,5.0,0.0
Switch: edge2,5.0,0.3468
host03,5.0,0.0
host04,5.0,0.461
host06,5.0,0.0
host01,5.0,0.0
host05,5.0,0.0
Switch: edge1,5.0,0.461
host07,5.0,0.0
host08,10.0,0.4012
host02,10.0,0.0
Switch: edge2,10.0,0.4012
host03,10.0,0.0
host04,10.0,0.6604
host06,10.0,0.0
host01,10.0,0.1514
host05,10.0,0.0
Switch: edge1,10.0,0.5
host07,10.0,0.0
host08,15.0,0.356066
host02,15.0,0.0
Switch: edge2,15.0,0.356066
host03,15.0,0.0
host04,15.0,0.210902
host06,15.0,0.0
host01,15.0,0.0977
host05,15.0,0.0
Switch: edge1,15.0,0.096868
host07,15.0,0.0
host08,20.0,0.121302
host02,20.0,0.0
Switch: edge2,20.0,0.121302
host03,20.0,0.0
host04,20.0,0.173736
host06,20.0,0.0
host01,20.0,0.101302
host05,20.0,0.0
Switch: edge1,20.0,0.096868
host07,20.0,0.0
host08,25.0,0.0
host02,25.0,0.0
Switch: edge2,25.0,0.0
host03,25.0,0.0
host04,25.0,0.0
host06,25.0,0.0
host01,25.0,0.0
host05,25.0,0.0
Switch: edge1,25.0,0.0
host07,25.0,0.0
host08,30.0,0.0
host02,30.0,0.0
Switch: edge2,30.0,0.0
host03,30.0,0.02
host04,30.0,0.0
host06,30.0,0.0
host01,30.0,0.0
host05,30.0,0.0
Switch: edge1,30.0,0.0
host07,30.0,0.0
host08,35.0,0.0
host02,35.0,0.0
Switch: edge2,35.0,0.0
host03,35.0,0.0
host04,35.0,0.0
host06,35.0,0.0
host01,35.0,0.0
host05,35.0,0.0
Switch: edge1,35.0,0.0
host07,35.0,0.0
host08,40.0,0.0
host02,40.0,0.0
Switch: edge2,40.0,0.0
host03,40.0,0.02
host04,40.0,0.0
host06,40.0,0.0
host01,40.0,0.0
host05,40.0,0.0
Switch: edge1,40.0,0.0
host07,40.0,0.0
host08,45.0,0.0
host02,45.0,0.0
Switch: edge2,45.0,0.0
host03,45.0,0.0
host04,45.0,0.0
host06,45.0,0.0
host01,45.0,0.0
host05,45.0,0.0
Switch: edge1,45.0,0.0
host07,45.0,0.0
host08,100.0,0.0
host02,100.0,0.0
Switch: edge2,100.0,0.0
host03,100.0,0.0
host04,100.0,0.0
host06,100.0,0.0
host01,100.0,0.0
host05,100.0,0.0
Switch: edge1,100.0,0.0
host07,100.0,0.0
host08,105.0,0.0
host02,105.0,0.0
Switch: edge2,105.0,0.0
host03,105.0,0.0
host04,105.0,0.0
host06,105.0,0.0
host01,105.0,0.0
host05,105.0,0.0
Switch: edge1,105.0,0.0
host07,105.0,0.0
host08,110.0,0.0896
host02,110.0,0.0
Switch: edge2,110.0,0.0896
host03,110.0,0.0
host04,110.0,0.08
host06,110.0,0.0
host01,110.0,0.0
host05,110.0,0.0
Switch: edge1,110.0,0.08
host07,110.0,0.0
host08,115.0,0.0
host02,115.0,0.0
Switch: edge2,115.0,0.0
host03,115.0,0.0
host04,115.0,0.0
host06,115.0,0.0
host01,115.0,0.0
host05,115.0,0.0
Switch: edge1,115.0,0.0
host07,115.0,0.0
