edge2,5.0,0.09014966666666666
edge1,5.0,0.09108133333333333
core,5.0,0.09014966666666666
edge2,10.0,0.09541666666666668
edge1,10.0,0.09717388888888885
core,10.0,0.09541666666666668
edge2,15.0,0.056266063333333144
edge1,15.0,0.06528808555555538
core,15.0,0.056266063333333144
edge2,20.0,0.033802944444444455
edge1,20.0,0.0430087407407409
core,20.0,0.033802944444444455
edge2,25.0,0.0
edge1,25.0,0.0
core,25.0,0.0
edge2,30.0,0.0
edge1,30.0,0.0019083333333333452
core,30.0,0.0
edge2,35.0,0.0
edge1,35.0,0.0
core,35.0,0.0
edge2,40.0,0.0
edge1,40.0,0.0019083333333333452
core,40.0,0.0
edge2,45.0,0.0
edge1,45.0,0.0
core,45.0,0.0
edge2,100.0,0.0
edge1,100.0,0.0
core,100.0,0.0
edge2,105.0,0.0
edge1,105.0,0.0
core,105.0,0.0
edge2,110.0,0.025075500000000195
edge1,110.0,0.025181611111111335
core,110.0,0.025075500000000195
edge2,115.0,0.0
edge1,115.0,0.0
core,115.0,0.0
