vnf1,5.0,34680.0
vnf2,5.0,0.0
vnf3,5.0,0.0
vnf4,5.0,0.0
vm01,5.0,46100.0
vm02,5.0,0.0
vm03,5.0,0.0
vnf1,10.0,40120.0
vnf2,10.0,0.0
vnf3,10.0,0.0
vnf4,10.0,0.0
vm01,10.0,66040.0
vm02,10.0,0.0
vm03,10.0,0.0
vnf1-dup7,10.0,15140.0
vnf1,15.0,35606.6
vnf2,15.0,0.0
vnf3,15.0,0.0
vnf4,15.0,0.0
vm01,15.0,21090.2
vm02,15.0,0.0
vm03,15.0,0.0
vnf1-dup7,15.0,9770.0
vnf1,20.0,12130.2
vnf2,20.0,0.0
vnf3,20.0,0.0
vnf4,20.0,0.0
vm01,20.0,17373.6
vm02,20.0,0.0
vm03,20.0,0.0
vnf1-dup7,20.0,10130.2
vnf1,25.0,0.0
vnf2,25.0,0.0
vnf3,25.0,0.0
vnf4,25.0,0.0
vm01,25.0,0.0
vm02,25.0,0.0
vm03,25.0,0.0
vnf1,30.0,0.0
vnf2,30.0,0.0
vnf3,30.0,0.0
vnf4,30.0,0.0
vm01,30.0,0.0
vm02,30.0,2000.0
vm03,30.0,0.0
vnf1,35.0,0.0
vnf2,35.0,0.0
vnf3,35.0,0.0
vnf4,35.0,0.0
vm01,35.0,0.0
vm02,35.0,0.0
vm03,35.0,0.0
vnf1,40.0,0.0
vnf2,40.0,0.0
vnf3,40.0,0.0
vnf4,40.0,0.0
vm01,40.0,0.0
vm02,40.0,2000.0
vm03,40.0,0.0
vnf1,45.0,0.0
vnf2,45.0,0.0
vnf3,45.0,0.0
vnf4,45.0,0.0
vm01,45.0,0.0
vm02,45.0,0.0
vm03,45.0,0.0
vnf1,100.0,0.0
vnf2,100.0,0.0
vnf3,100.0,0.0
vnf4,100.0,0.0
vm01,100.0,0.0
vm02,100.0,0.0
vm03,100.0,0.0
vnf1,105.0,0.0
vnf2,105.0,0.0
vnf3,105.0,0.0
vnf4,105.0,0.0
vm01,105.0,0.0
vm02,105.0,0.0
vm03,105.0,0.0
vnf1,110.0,8960.0
vnf2,110.0,0.0
vnf3,110.0,0.0
vnf4,110.0,0.0
vm01,110.0,8000.0
vm02,110.0,0.0
vm03,110.0,0.0
vnf1,115.0,0.0
vnf2,115.0,0.0
vnf3,115.0,0.0
vnf4,115.0,0.0
vm01,115.0,0.0
vm02,115.0,0.0
vm03,115.0,0.0
